"Title","Description","Keywords","Publisher","Bureau Code","Program Code","Contact Name","Contact Email","Unique Identifier","Public Access Level","Access Level Comment","Format","Access URL","Last Update","License"
"U.S. Army Corps of Engineers (USACE) Military Districts","Polygons showing USACE Civil Works District boundaries. This dataset was digitized from the NRCS Watershed Boundary Dataset (WBD). Where districts follow administrative boundaries, such as County and State lines, National Atlas and Census datasets were used. USACE District GIS POCs also submitted data to incorporate into this dataset. This dataset has been simplified +/- 30 feet to reduce file size and speed up drawing time."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2753","public","Continental United States; Alaska; American Samoa; Guam; Hawaii; Puerto Rico; U.S. Virgin Islands","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"U.S. Army Corps of Engineers (USACE) Military Divisions","Polygons showing USACE Civil Works Division boundaries. This dataset was digitized from the NRCS Watershed Boundary Dataset (WBD). Where districts follow administrative boundaries, such as County and State lines, National Atlas and Census datasets were used. USACE District GIS POCs also submitted data to incorporate into this dataset. This dataset has been simplified +/- 30 feet to reduce file size and speed up drawing time. This dataset has been dissolved based on Division."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2754","public","Continental United States; Alaska; Hawaii; Puerto Rico","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"U.S. Army Corps of Engineers (USACE) Offices","Locations of USACE District, Division and Laboratory offices. This dataset does not include field offices.
"," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2755","public","Continental United States; Alaska; Hawaii","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"U.S. Army Corps of Engineers (USACE) Owned and Operated Reservoirs","This dataset shows maximum conservation pool or is a reasonable representation of the boundaries for reservoirs and lakes owned and operated by USACE. Data is from USACE Districts."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2756","public","Continental United States","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"U.S. Border Patrol Family Unit and Unaccompanied Alien Children (0-17) Apprehensions","Beginning in 2013 and specifically in the first half of 2014, CBP has seen an overall increase in the apprehension of Unaccompanied Alien Children from Central America at the Southwest Border, specifically in the Rio Grande Valley.  Family Unit and Unaccompanied Alien Children (0-17) apprehensions FY 14 through June, compared to the same time period for FY 13.
"," Apprehension Booking, EABM, ENFORCE, Enforcement Case Tracking System, IAFIS, IDENT, Inspection/NSEERS, TECS,State department","U.S. Customs and Border Protection","024:54","024:042","Open Data (MGMT)","edmo@hq.dhs.gov","1404","public","-","-","http://www.cbp.gov/newsroom/stats/southwest-border-unaccompanied-children/fy-2016","04/20/2016","http://www.usa.gov/publicdomain/label/1.0/"
"U.S. Border Patrol Fiscal Year 2011 Sector Profile","Apprehensions / Seizure Statistics - Fiscal Year 2011 (Oct. 1st through Sept. 30th)
Fiscal Year 2011 - Nationwide Apprehensions By Sector: Accompanied / Unaccompanied Juveniles, Total Juveniles, Total Adults
Fiscal Year 2011 - Nationwide Apprehensions by Sector: by Gender
Fiscal Year 2011 - Nationwide Apprehensions/Seiz"," Apprehension Booking, EABM, ENFORCE, Enforcement Case Tracking System, IAFIS, IDENT, Inspection/NSEERS, TECS,State department","U.S. Customs and Border Protection","024:54","024:042","Open Data (MGMT)","edmo@hq.dhs.gov","1365","public","-","-","http://www.cbp.gov/sites/default/files/documents/U.S.%20Border%20Patrol%20Fiscal%20Year%202011%20Sector%20Profile.pdf","05/11/2016","http://www.usa.gov/publicdomain/label/1.0/"
"U.S. Border Patrol Fiscal Year 2012 Sector Profile","Apprehensions / Seizure Statistics - Fiscal Year 2012 (Oct. 1st through Sept. 30th) 
Fiscal Year 2012 - Nationwide Apprehensions By Sector: Accompanied / Unaccompanied Juveniles, Total Juveniles, Total Adults
Fiscal Year 2012 - Nationwide Apprehensions by Sector: by Gender
Fiscal Year 2012 - Nationwide Apprehensions/Seizures by Border Region
"," Apprehension Booking, EABM, ENFORCE, Enforcement Case Tracking System, IAFIS, IDENT, Inspection/NSEERS, TECS,State department","U.S. Customs and Border Protection","024:54","024:042","Open Data (MGMT)","edmo@hq.dhs.gov","1364","public","-","-","http://www.cbp.gov/sites/default/files/documents/U.S.%20Border%20Patrol%20Fiscal%20Year%202012%20Sector%20Profile.pdf","05/11/2016","http://www.usa.gov/publicdomain/label/1.0/"
"U.S. Border Patrol Fiscal Year 2013 Sector Profile","Apprehensions / Seizure Statistics - Fiscal Year 2013 (Oct. 1st through Sept. 30th)
Fiscal Year 2013 - Nationwide Apprehensions By Sector: Accompanied / Unaccompanied Juveniles, Total Juveniles, Total Adults
Fiscal Year 2013 - Nationwide Apprehensions by Sector: by Gender
Fiscal Year 2013 - Nationwide Apprehensions/Seizures by Border Region"," Apprehension Booking, EABM, ENFORCE, Enforcement Case Tracking System, IAFIS, IDENT, Inspection/NSEERS, TECS,State department","U.S. Customs and Border Protection","024:54","024:042","Open Data (MGMT)","edmo@hq.dhs.gov","1308","public","-","-","http://www.cbp.gov/sites/default/files/documents/U.S.%20Border%20Patrol%20Fiscal%20Year%202013%20Profile.pdf","05/11/2016","http://www.usa.gov/publicdomain/label/1.0/"
"U.S. Border Patrol Fiscal Year Apprehension Statistics Nationwide - FY 1925 through FY 2013","Nationwide Illegal Alien Apprehensions Statistics Fiscal Years 1925 - 2013"," Apprehension Booking, EABM, ENFORCE, Enforcement Case Tracking System, IAFIS, IDENT, Inspection/NSEERS, TECS,State department","U.S. Customs and Border Protection","024:54","024:042","Open Data (MGMT)","edmo@hq.dhs.gov","1311","public","-","-","http://www.cbp.gov/newsroom/media-resources/stats?title=Border+Patrol","04/14/2016","http://www.usa.gov/publicdomain/label/1.0/"
"U.S. Border Patrol Fiscal Year Apprehension Statistics Southwest border sectors - FY 1960 through FY 2014","Total Illegal Alien Apprehensions  for the Southwest Border Sectors by Fiscal Year by Sector: 1960 - 2014."," Apprehension Booking, EABM, ENFORCE, Enforcement Case Tracking System, IAFIS, IDENT, Inspection/NSEERS, TECS,State department","U.S. Customs and Border Protection","024:54","024:042","Open Data (MGMT)","edmo@hq.dhs.gov","1312","public","-","-","http://www.cbp.gov/newsroom/media-resources/stats?title=Border+Patrol","04/14/2016","http://www.usa.gov/publicdomain/label/1.0/"
"U.S. Border Patrol Fiscal Year Budget Statistics Border Patrol Program Budget - FY 1990 through FY 2013","Enacted Border Patrol Program Budget by Fiscal Year (Dollars in Thousands)for FY-1990 to FY 2013
 "," Asset Accounting, Budget Control System, Business Information Warehouse, Enterprise Resource Planning (ERP), Revenue and Asset Management, SAP,Accounts Payable","U.S. Customs and Border Protection","024:54","024:043","Open Data (MGMT)","edmo@hq.dhs.gov","1315","public","-","-","http://www.cbp.gov/newsroom/media-resources/stats?title=Border+Patrol","04/14/2016","http://www.usa.gov/publicdomain/label/1.0/"
"U.S. Border Patrol Fiscal Year Monthly Apprehension Statistics ","Total Illegal Alien Apprehensions By Month From FY 1999 through FY 2014
 "," Apprehension Booking, EABM, ENFORCE, Enforcement Case Tracking System, IAFIS, IDENT, Inspection/NSEERS, TECS,State department","U.S. Customs and Border Protection","024:54","024:042","Open Data (MGMT)","edmo@hq.dhs.gov","1310","public","-","-","http://www.cbp.gov/newsroom/media-resources/stats?title=Border+Patrol","04/15/2016","http://www.usa.gov/publicdomain/label/1.0/"
"U.S. Border Patrol Fiscal Year Staffing Statistics","Border Patrol Agent Staffing by Fiscal Year (Oct. 1st through Sept. 30th)
Nationwide by sector and border area - FY 1992 through FY 2014

"," HRMTS, Human Resources Management Tracking System, Pre-Application Screening, Screening, Selection, Showing, Viewing,Human Resource","U.S. Customs and Border Protection","024:54","024:000","Open Data (MGMT)","edmo@hq.dhs.gov","1366","public","-","-","http://www.cbp.gov/newsroom/media-resources/stats?title=Border+Patrol","04/15/2016","http://www.usa.gov/publicdomain/label/1.0/"
