OBJECTID_1,ID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,PORT_TYPE,BORDPATSEC,CONTACT,FAX_NUMBER,HOURS_OPER,REMARK,RULEID,OBJECTID
268,267,"HONOLULU INTERNATIONAL AIRPORT PORT OF ENTRY, HONOLULU INTERNATIONAL AIRPORT",808-237-4601,300 RODGERS BOULEVARD, ,HONOLULU,HI,96819,1890,HONOLULU,15003, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,116853196,-157.9219698,21.33249,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR, , , ,1,217
269,268,"MYRTLE BEACH INTERNATIONAL AIRPORT PORT OF ENTRY, MYRTLE BEACH INTERNATIONAL AIRPORT",843-916-0438,1100 JET PORT ROAD, ,MYRTLE BEACH,SC,29577,4228,HORRY,45051, , , , ,2009-09-14T00:00:00.000Z,ALT REF,2009-09-16T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,707688207,-78.9229295,33.681636,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,843-916-0442,8:00 AM - 4:30 PM,1-877-CUSTOMS,1,166
270,269,"SAN ANTONIO PORT OF ENTRY, SAN ANTONIO INTERNATIONAL AIRPORT",210-821-6965,9800 AIRPORT BOULEVARD,SUITE 1103,SAN ANTONIO,TX,78216,4837,BEXAR,48029, , , , ,2009-09-14T00:00:00.000Z,ALT REF,2009-09-14T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,126558378,-98.4714414,29.5262157,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,210-821-6968,8:00 AM - 5:00 PM, ,1,184
271,270,"NEWPORT PORT OF ENTRY, PORT OF ENTRY NEWPORT OREGON",541-265-6456,600 SOUTHEAST BAY BOULEVARD, ,NEWPORT,OR,97365,4338,LINCOLN,41041,THIS IS A TEMPORARY LOCATION, , , ,2009-09-10T00:00:00.000Z,PHONE,2009-09-10T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,121242633,-124.0460357,44.6317889,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT, ,PORT DIRECTOR,541-574-7780,8:00 AM - 5:00 PM,EMERGENCY 24 HOUR CONTACT NUMBER (503)326-3515,1,147
272,271,"SIOUX FALLS PORT OF ENTRY, JOSS FOSS FIELD AIRPORT",605-338-4384,1 WEATHER LANE,ROOM 100,SIOUX FALLS,SD,57104,0120,MINNEHAHA,46099, , , , ,2009-09-14T00:00:00.000Z,ALT REF,2009-09-14T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,114202839,-96.7313577,43.58023,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,605-336-7046,8:00 AM - 5:00 PM, ,1,167
273,272,"SAINT ALBANS PORT OF ENTRY, SAINT ALBANS BAY DOCK",802-524-6527,GEORGIA SHORE ROAD,SAINT ALBANS BAY DOCK,SAINT ALBANS,VT,05478, ,FRANKLIN,50011, , , , ,2009-09-16T00:00:00.000Z,PHONE,2009-09-16T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,89389197,-73.1402223,44.8067624,NAVTEQ,2009Q2,ONENTITY,NO,TGS,WATER PORT, ,PORT DIRECTOR,802-527-1338,8:30 AM - 5:00 PM, ,1,192
274,273,"ADDISON AIRPORT PORT OF ENTRY, ADDISON AIRPORT",469-737-6913,4300 WESTGROVE DRIVE, ,ADDISON,TX,75001,3247,DALLAS,48113, , , , ,2009-09-18T00:00:00.000Z,PHONE,2009-09-18T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,17758861,-96.8369159,32.9753917,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT, ,PORT DIRECTOR,972-788-9325,8:30 AM - 5:00 PM, ,1,175
275,274,"BATTLE CREEK PORT OF ENTRY, W K KELLOGG AIRPORT",269-965-3349,4950 DICKMAN ROAD, ,BATTLE CREEK,MI,49037,7362,CALHOUN,26025, , , , ,2009-09-18T00:00:00.000Z,ALT REF,2009-09-18T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,16875908,-85.2551873,42.300849,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,616-965-0661,8:00 AM - 4:30 PM, ,1,95
276,275,"NEW YORK/NEWARK PORT OF ENTRY, PORT OF NEW YORK AND NEW JERSEY",973-986-0200,888 DOREMUS AVENUE, ,NEWARK,NJ,07114,3026,ESSEX,34013,MULTIPLE CUSTOMS BUILDINGS AT THIS PORT., , , ,2010-01-11T00:00:00.000Z,ALT REF,2010-01-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,119977691,-74.1333185,40.7020536,NAVTEQ,2009Q2,ONENTITY, ,TGS,WATER PORT, , , , , ,0,0
277,276,"SAN FRANCISCO PORT OF ENTRY, PORT OF SAN FRANCISCO",415-782-9200,THE EMBARCADERO,PIER 1,SAN FRANCISCO,CA,94111, ,SAN FRANCISCO,06075, , , , ,2010-01-08T00:00:00.000Z,ALT REF,2010-01-08T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,112011102,-122.3939183,37.7974895,NAVTEQ,2009Q2,ONENTITY, ,TGS,WATER PORT, ,PORT DIRECTOR,415-705-1226,8:00 AM - 4:30 PM,PLEASE CALL (202) 354-1000,1,28
278,277,"MAYAGUEZ PORT OF ENTRY, MAYAGUEZ FERRY",787-831-3368,CARRETERA 341,MAYAGUEZ PUBLIC PIER,MAYAGUEZ,PR,00682, ,MAYAGUEZ,72097,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.", , , ,2010-01-06T00:00:00.000Z,ALT REF,2010-01-06T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,120138737,-67.1586821,18.2113894,NAVTEQ,2009Q2,ONENTITY, ,TGS,WATER PORT, , , , , ,0,0
279,278,"MILWAUKEE PORT OF ENTRY, PORT OF MILWAUKEE",414-486-7790,2323 SOUTH LINCOLN MEMORIAL DRIVE, ,MILWAUKEE,WI,53207,1054,MILWAUKEE,55079, , , , ,2010-01-11T00:00:00.000Z,ALT REF,2010-01-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,124648392,-87.8911509,43.0028025,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT, , , , , ,0,0
280,279,"PROVIDENCE PORT OF ENTRY, PROVPORT",401-941-6326,35 TERMINAL ROAD, ,PROVIDENCE,RI,02905,5507,PROVIDENCE,44007, , , , ,2010-01-06T00:00:00.000Z,ALT REF,2010-01-06T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,22147068,-71.392274,41.7966721,NAVTEQ,2009Q2,ONENTITY,NO,TGS,WATER PORT, ,PORT DIRECTOR,401-941-6628,8:00 AM - 5:00 PM, ,1,161
281,280,"CORPUS CHRISTI PORT OF ENTRY, PORT CORPUS CHRISTI",361-888-3352,222 POWER STREET, ,CORPUS CHRISTI,TX,78401,1529,NUECES,48355, , , , ,2010-01-08T00:00:00.000Z,ALT REF,2010-01-08T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,88543036,-97.3932511,27.8039893,NAVTEQ,2009Q2,ONENTITY, ,TGS,WATER PORT, ,PORT DIRECTOR,361-888-3358,8:00 AM - 5:00 PM, ,1,176
282,281,"FALL RIVER (NEW BEDFORD) PORT OF ENTRY, PORT OF NEW BEDFORD",508-994-5158,267 MACARTHUR DRIVE, ,NEW BEDFORD,MA,02740,7300,BRISTOL,25005, , , , ,2010-01-11T00:00:00.000Z,ALT REF,2010-01-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,92826630,-70.921873,41.6389388,NAVTEQ,2009Q2,ONENTITY, ,TGS,WATER PORT, ,PORT DIRECTOR,508-979-1285,8:00 AM - 5:00 PM, ,1,88
283,282,"NOME PORT OF ENTRY, PORT OF NOME",907-443-2143,307 BELMONT STREET, ,NOME,AK,99762, ,NOME,02180, , , , ,2010-01-11T00:00:00.000Z,ALT REF,2010-01-12T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,124850324,-165.4211008,64.5024013,NAVTEQ,2009Q2,ONENTITY, ,TGS,WATER PORT, , , , , ,0,0
284,283,"NORFOLK PORT OF ENTRY, PORT OF VIRGINIA",757-533-4200,101 EAST MAIN STREET, ,NORFOLK,VA,23510,1605,NORFOLK CITY,51710, , , , ,2010-01-11T00:00:00.000Z,ALT REF,2010-01-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,25235978,-76.292338,36.8459371,NAVTEQ,2009Q2,ONENTITY, ,TGS,WATER PORT, , , , , ,0,0
285,284,"PHOENIX-MESA GATEWAY AIRPORT PORT OF ENTRY, PHOENIX-MESA GATEWAY AIRPORT",480-279-2928,5803 SOUTH SOSSAMAN ROAD, ,MESA,AZ,85212,5823,MARICOPA,04013, , , , ,2009-09-18T00:00:00.000Z,PHONE,2009-09-18T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,762876461,-111.6704562,33.3112657,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT, , , , , ,0,0
286,285,"KEY WEST PORT OF ENTRY, KEY WEST INTERNATIONAL AIRPORT",305-296-5411,3491 SOUTH ROOSEVELT BOULEVARD,ADAM ARNOLD ANNEX BUILDING,KEY WEST,FL,33040,5295,MONROE,12087, , , , ,2009-09-16T00:00:00.000Z,PHONE,2009-09-17T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,106215310,-81.7552976,24.5537178,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT, ,PORT DIRECTOR,305-536-4885,8:00 AM - 5:00 PM, ,1,43
287,286,"TULSA PORT OF ENTRY, TULSA INTERNATIONAL AIRPORT",918-832-4130,2222 NORTH CARGO ROAD, ,TULSA,OK,74115,2356,TULSA,40143, , , , ,2009-09-18T00:00:00.000Z,PHONE,2009-09-18T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,89760676,-95.8886063,36.1878602,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT, ,PORT DIRECTOR,918-832-4135,8:30 AM - 5:00 PM, ,1,143
288,287,"BIRMINGHAM PORT OF ENTRY, BIRMINGHAM-SHUTTLESWORTH INTERNATIONAL AIRPORT",205-595-0533,5900 MESSER AIRPORT HIGHWAY, ,BIRMINGHAM,AL,35212,1057,JEFFERSON,01073, , , , ,2009-09-10T00:00:00.000Z,ALT REF,2009-09-10T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,133515988,-86.7511113,33.5627748,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,205-731-0776,8:00 AM - 5:00 PM, ,1,15
289,288,"CAPITAL REGION INTERNATIONAL AIRPORT LANSING PORT OF ENTRY, CAPITAL CITY AIRPORT",517-327-1052,4100 CAPITAL CITY BOULEVARD, ,LANSING,MI,48906,2170,CLINTON,26037, , , , ,2009-09-17T00:00:00.000Z,PHONE,2009-09-17T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,16878395,-84.5889468,42.7750769,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT, , , , , ,0,0
290,289,"HILLSBORO PORT OF ENTRY, HILLSBORO AIRPORT",503-693-1069,3355 NORTHEAST CORNELL ROAD,SUITE 5,HILLSBORO,OR,97124,5018,WASHINGTON,41067, , , , ,2009-09-17T00:00:00.000Z,PHONE,2009-09-17T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,21327289,-122.9474878,45.5331215,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT, , , , , ,0,0
291,290,"MCKINNEY PORT OF ENTRY, COLLIN COUNTY REGIONAL AIRPORT AT MCKINNEY",972-562-2550,1500 EAST INDUSTRIAL BOULEVARD, ,MCKINNEY,TX,75069,7516,COLLIN,48085, , , , ,2009-09-17T00:00:00.000Z,ALT REF,2009-09-17T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,711389939,-96.5924945,33.1776367,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
292,291,"VICTORVILLE / SOUTHERN CALIFORNIA LOGISTICS AIRPORT PORT OF ENTRY, SOUTHERN CALIFORNIA LOGISTICS AIRPORT",760-243-1925,18374 READINESS STREET,SUITE 13,VICTORVILLE,CA,92394,7930,SAN BERNARDINO,06071, , , , ,2009-09-17T00:00:00.000Z,ALT REF,2009-09-18T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,37826910,-117.377877,34.5850145,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
293,292,"LOGAN AIRPORT PORT OF ENTRY, GENERAL EDWARD LAWRENCE LOGAN INTERNATIONAL AIRPORT",617-568-1810,500 TERMINAL E, ,EAST BOSTON,MA,02128,2015,SUFFOLK,25025, , , , ,2009-09-18T00:00:00.000Z,ALT REF,2009-09-18T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,92818407,-71.0196351,42.3697913,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR, , , ,1,209
294,293,"ASTORIA PORT OF ENTRY, WEST END MOURNING BASIN",503-325-5541,1402 MARINE DRIVE, ,ASTORIA,OR,97103,3808,CLATSOP,41007, , , , ,2009-09-16T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,109777539,-123.8291026,46.1900271,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT, ,PORT DIRECTOR,503-325-8716,8:30AM - 4:30PM,EMERGENCY 24 HOUR CONTACT NUMBER (503)326-3515,1,144
295,294,"TACOMA PORT OF ENTRY, PORT OF TACOMA",253-593-6336,2202 PORT OF TACOMA ROAD, ,TACOMA,WA,98421,3604,PIERCE,53053, , , , ,2009-09-16T00:00:00.000Z,ALT REF,2009-09-16T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,779549175,-122.3947345,47.2603662,NAVTEQ,2009Q2,ONENTITY, ,TGS,WATER PORT, ,PORT DIRECTOR,253-593-6351,8:00 AM - 5:00 PM, ,1,198
296,295,"BURLINGTON INTERNATIONAL AIRPORT PORT OF ENTRY, BURLINGTON INTERNATIONAL AIRPORT",802-864-5181,271 AVIATION AVENUE,SUITE 1,SOUTH BURLINGTON,VT,05403,6087,CHITTENDEN,50007, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,110390907,-73.1484028,44.4632555,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,802-863-8270,24 HOURS, ,1,191
297,296,"DECATUR PORT OF ENTRY, DECATUR AIRPORT",217-425-4803,900 SOUTH AIRPORT ROAD, ,DECATUR,IL,62521,4287,MACON,17115, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,716230733,-88.8771634,39.8331295,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,217-425-4806,M-F 9-5, ,1,70
298,297,"CHATTANOOGA PORT OF ENTRY, CHATTANOOGA METROPOLITAN AIRPORT",423-855-2202,1001 AIRPORT ROAD, ,CHATTANOOGA,TN,37421,2271,HAMILTON,47065, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,732495274,-85.1970876,35.0374531,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,423-855-6627,8:00 AM - 5:00 PM, ,1,169
299,298,"DAYTONA BEACH PORT OF ENTRY, DAYTONA BEACH INTERNATIONAL AIRPORT",386-248-8043,720 CATALINA DRIVE, ,DAYTONA BEACH,FL,32114,3837,VOLUSIA,12127, , , , ,2009-09-16T00:00:00.000Z,ALT REF,2009-09-16T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,122676154,-81.0582792,29.1846826,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,904-248-8044,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,2
300,299,"DALLAS-FORT WORTH PORT OF ENTRY, DALLAS-FORT WORTH INTERNATIONAL AIRPORT",972-870-7460,7501 ESTERS BOULEVARD,SUITE 160,IRVING,TX,75063,4027,TARRANT,48439, , , , ,2009-09-14T00:00:00.000Z,ALT REF,2009-09-14T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,122926003,-97.0449359,32.8976458,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,972-574-4818,8:30 AM - 5:00 PM, ,1,177
301,300,"PORT HURON PORT OF ENTRY, PORT OF HURON",810-985-7125,526 WATER STREET,ROOM 301,PORT HURON,MI,48060,5439,ST CLAIR,26147, , , , ,2009-12-22T00:00:00.000Z,ALT REF,2009-12-22T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,127324006,-82.4257943,42.9750704,NAVTEQ,2009Q2,ONENTITY, ,TGS,WATER PORT, , , , , ,0,0
302,301,"PORT EVERGLADES/FORT LAUDERDALE PORT OF ENTRY, PORT EVERGLADES",954-761-2000,1800 ELLER DRIVE,SUITE 104,FORT LAUDERDALE,FL,33316,4209,BROWARD,12011, , , , ,2009-12-21T00:00:00.000Z,ALT REF,2009-12-21T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,122642489,-80.1236932,26.0815304,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT, , , , , ,0,0
303,302,"SAN FRANCISCO PORT OF ENTRY, PORT OF OAKLAND",510-273-4336,700 MARITIME STREET, ,OAKLAND,CA,94607,1001,ALAMEDA,06001, , , , ,2009-12-31T00:00:00.000Z,ALT REF,2009-12-31T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,773240239,-122.3139503,37.8091502,NAVTEQ,2009Q2,ONENTITY, ,TGS,WATER PORT, , , , , ,0,0
304,303,"LOS ANGELES/LONG BEACH SEAPORT PORT OF ENTRY, PORT OF LOS ANGELES",562-366-5555,425 SOUTH PALOS VERDES STREET, ,SAN PEDRO,CA,90731,3309,LOS ANGELES,06037, , , , ,2010-01-07T00:00:00.000Z,ALT REF,2010-01-07T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,23933864,-118.2819332,33.7406476,NAVTEQ,2009Q2,ONENTITY,NO,TGS,WATER PORT, , , , , ,0,0
305,304,"SAULT SAINTE MARIE PORT OF ENTRY / SAGINAW/BAY CITY/FLINT PORT OF ENTRY, PORT INLAND SEAPORT",906-632-2631,900 INTERNATIONAL BRIDGE PLAZA, ,SAULT SAINTE MARIE,MI,49783, ,SCHOOLCRAFT,26153,ADDRESS GOES TO ADMINISTRATION BUILDING FOR THE SAULT SAINTE MARIE PORT OF ENTRY., , , ,2010-01-07T00:00:00.000Z,ALT REF,2010-01-07T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,775115354,-85.8722065,45.9687708,NAVTEQ,2009Q2,ONENTITY, ,TGS,WATER PORT, , , , , ,0,0
306,305,"SAULT SAINTE MARIE PORT OF ENTRY / SAGINAW/BAY CITY/FLINT PORT OF ENTRY, PORT DOLOMITE SEAPORT",906-632-2631,900 INTERNATIONAL BRIDGE PLAZA, ,SAULT SAINTE MARIE,MI,49783, ,MACKINAC,26097,ADDRESS GOES TO ADMINISTRATION BUILDING FOR THE SAULT SAINTE MARIE PORT OF ENTRY., , , ,2010-01-07T00:00:00.000Z,ALT REF,2010-01-07T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,122979097,-84.2751364,45.9830678,NAVTEQ,2009Q2,ONENTITY, ,TGS,WATER PORT, , , , , ,0,0
307,306,"PORTLAND PORT OF ENTRY, PORT OF PORTLAND",503-240-6700,7201 NORTH MARINE DRIVE, ,PORTLAND,OR,97203,6450,MULTNOMAH,41051,ENTITY UNCOOPERATIVE UNABLE TO VERIFY MAIN BUILDING AT TERMINAL PLOTTED IN THE CENTER OF THE CLUSTER OF BUILDINGS, , , ,2009-12-22T00:00:00.000Z,ALT REF,2009-12-22T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,124509945,-122.7522662,45.6370736,NAVTEQ,2009Q2,ONENTITY,NO,TGS,WATER PORT, , , , , ,0,0
308,307,"PORT ARTHUR-BEAUMONT PORT OF ENTRY / SABINE PORT OF ENTRY, PORT ARTHUR INTERNATIONAL PUBLIC PORT",409-727-2895,221 HOUSTON AVENUE, ,PORT ARTHUR,TX,77640,6415,JEFFERSON,48245, , , , ,2010-01-08T00:00:00.000Z,ALT REF,2010-01-08T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,711763173,-93.9369238,29.8670915,NAVTEQ,2009Q2,ONENTITY, ,TGS,WATER PORT, ,PORT DIRECTOR,409-727-6360,8:00 AM-12:00 PM, ,1,183
309,308,"NEW RIVER VALLEY AIRPORT PORT OF ENTRY, NEW RIVER VALLEY AIRPORT",540-674-4414,5389 CV JACKSON ROAD,SUITE 2,DUBLIN,VA,24084,2637,PULASKI,51155, , , , ,2009-09-16T00:00:00.000Z,PHONE,2009-09-16T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,123457219,-80.6809167,37.1386921,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT, ,PORT DIRECTOR,540-674-4527,MONDAY- FRIDAY 8-5:0,LANDING RIGHTS/USER FEE AIRPORT  1-877-CUSTOMS TO,1,186
310,309,"SALT LAKE CITY PORT OF ENTRY, SALT LAKE INTERNATIONAL AIRPORT",801-524-3445,3850 NORTH TERMINAL DRIVE,INTERNATIONAL ARRIVALS BUILDING,SALT LAKE CITY,UT,84116, ,SALT LAKE,49035, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,32093600,-111.9844197,40.7867294,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,801-524-3447,8:00 AM - 5:00 PM, ,1,185
311,310,"PORT MANATEE PORT OF ENTRY, PORT MANATEE",941-729-9301,400 TAMPA BAY WAY, ,PALMETTO,FL,34221,6614,MANATEE,12081, , , , ,2009-09-16T00:00:00.000Z,PHONE,2009-09-16T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,17170129,-82.5608167,27.6324836,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT, ,PORT DIRECTOR,941-729-9301, , ,1,52
312,311,"MEMPHIS PORT OF ENTRY, MEMPHIS INTERNATIONAL AIRPORT",901-544-0290,3150 TCHULAHOMA ROAD,SUITE 1,MEMPHIS,TN,38118,2730,SHELBY,47157, , , , ,2009-09-17T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,24928432,-89.9518232,35.0627587,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT, ,PORT DIRECTOR,901-544-0294,8:00 AM - 5:00 PM, ,1,171
